2	ACT	0	0	0
10	ACT	1	0	0
18	ACT	0	1	0
26	ACT	1	1	0
34	ACT	0	2	0
42	ACT	1	2	0
50	RD	0	0	0
52	ACT	0	3	0
58	RD	1	0	0
60	ACT	1	3	0
66	RD	0	1	0
68	ACT	2	0	0
74	RD	1	1	0
76	ACT	3	0	0
82	RD	0	2	0
84	ACT	2	1	0
90	RD	1	2	0
92	ACT	3	1	0
106	RD	0	3	0
148	RD	1	3	0
150	ACT	2	2	0
152	RD	2	0	0
162	ACT	2	3	0
164	RD	2	1	0
170	ACT	3	2	0
172	RD	3	0	0
182	ACT	3	3	0
184	RD	3	1	0
220	RD	2	2	0
230	RD	3	2	0
240	RD	2	3	0
248	RD	3	3	0
